,Name,Chamber,bioguide_id,State,District,Party,A: num_bills_with_cross_party_cosponsors,norm_A,B: num_cross_party_cosponsored_bills,norm_B,C: outcome_bipartisanship,norm_C,D: outcome_bipartisanship_pct,norm_D,E: attack_personal,norm_E,F: attack_personal_pct,norm_F,G: Vote for Cosponsored Bill,norm_G,H: Vote for Other Party,norm_H,M: 2025 Cook PVI Number,norm_M,N: nominate_dim1,norm_N,score_T,score_S,norm_S,Grade
781,Mariannette Miller-Meeks,House,M001215,Iowa,1,Republican,12.0,99.95,6.0,36.45,16.0,47.24116139220843,5.653710247349824,41.06610621040588,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,4.0,15.168351001563051,0.336,78.55604220583194,493.73850410365566,520.6207744203921,82.902310184291,B
783,Ashley Hinson,House,H001091,Iowa,2,Republican,4.0,68.75,3.0,29.17,22.0,63.85253062129688,7.913669064748201,62.30590227948659,1.0,71.76457921234285,0.3597122302158274,78.99794059676627,7.0,82.4013525403751,0.0,26.42050798688046,4.0,15.168351001563051,0.348,79.32579553448996,440.4276761178512,464.5768755917371,67.78514067613075,B
785,Zachary Nunn,House,N000193,Iowa,3,Republican,10.0,99.53,22.0,76.77,29.0,80.20231988374769,10.820895522388058,84.31223714239418,3.0,66.92818611510303,1.1194029850746268,72.23757387273106,7.0,82.4013525403751,0.0,26.42050798688046,2.0,10.326622060723977,0.29,75.45534039309835,562.9605813133812,590.0132536171388,94.00630378902147,A
786,Randy Feenstra,House,F000446,Iowa,4,Republican,13.0,99.99,5.0,33.95,37.0,92.1295822456385,4.441776710684274,30.324538289489343,2.0,69.38862973503694,0.2400960384153661,79.96659065805224,7.0,82.4013525403751,0.0,26.42050798688046,15.0,60.15302407259926,0.47,86.1898556691011,505.18028693015174,557.3391168995561,89.80354838424402,A
788,Tracey Mann,House,M000871,Kansas,1,Republican,4.0,68.75,4.0,31.52,14.0,41.6657464384262,3.7433155080213902,24.768705209973113,1.0,71.76457921234285,0.267379679144385,79.74804368982906,7.0,82.4013525403751,0.0,26.42050798688046,16.0,64.58979055379397,0.602,91.65482605792579,413.34632299300443,458.98686808910696,66.01831771405175,B
790,Derek Schmidt,House,S001228,Kansas,2,Republican,2.61,50.01,1.0,24.72,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,10.0,37.16503994366705,0.01,52.65764643003651,361.26943414628414,384.20782616138393,40.55565980307158,C
791,Sharice Davids,House,D000629,Kansas,3,Democratic,2.0,41.52,34.0,93.82,40.0,94.79939163129319,17.391304347826086,99.49950959233728,0.0,74.04805385774985,0.0,81.8280569744659,5.0,56.41653394054272,8.0,98.83389295237525,2.0,10.326622060723977,-0.279,28.24578146441962,606.0562753860092,620.8740560442972,96.59511437963793,A
794,Ron Estes,House,E000298,Kansas,4,Republican,6.0,88.33,0.0,22.64,30.0,82.10807318700654,9.287925696594428,73.94042137695466,1.0,71.76457921234285,0.3095975232198142,79.4070756795241,7.0,82.4013525403751,0.0,26.42050798688046,12.0,46.2726462499299,0.644,92.99683780880595,488.24521430720444,533.5402428949892,85.60974453116114,A
798,James Comer,House,C001108,Kentucky,1,Republican,1.0,28.58,1.0,24.72,6.0,21.904465909329257,3.896103896103896,25.93595071852816,13.0,40.06271491384222,8.441558441558442,6.730461545282385,7.0,82.4013525403751,0.0,26.42050798688046,23.0,88.35618780133323,0.594,91.37861360233886,264.5732105522295,300.0380574192752,16.532249359455005,C
803,Brett Guthrie,House,G000558,Kentucky,2,Republican,0.0,17.96,0.0,22.64,9.0,28.652703859175904,4.326923076923077,29.37368956812834,1.0,71.76457921234285,0.4807692307692308,77.99015077613748,7.0,82.4013525403751,0.0,26.42050798688046,20.0,80.01354822493076,0.428,84.02669307997941,297.81495711679327,334.1563915483035,24.97240444039986,C
811,Morgan McGarvey,House,M001220,Kentucky,3,Democratic,2.0,41.52,18.0,67.79,17.0,50.05634776098249,4.066985645933015,27.274299585411832,12.0,42.749370880121596,2.8708133971291865,53.622841826950406,1.0,8.426801580033171,1.0,39.43050374901458,10.0,37.16503994366705,-0.55,11.944260504427955,325.0123762749913,339.0324904661333,26.341689829203197,C
812,Thomas Massie,House,M001184,Kentucky,4,Republican,0.0,17.96,2.0,26.9,3.0,16.175070264986598,0.8403361344537815,8.462441788573793,20.0,23.13272822195749,5.602240896358544,24.59631932176187,4.0,41.17378192710424,0.0,26.42050798688046,18.0,72.84683167559905,0.678,93.95624705471094,193.13790265470797,216.28064318830093,4.427974595544955,F
819,Harold Rogers,House,R000395,Kentucky,5,Republican,0.0,17.96,1.0,24.72,4.0,17.965866916478536,6.896551724137931,52.821201041691545,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,32.0,98.76356296437211,0.333,78.3610315852732,309.35190198808596,352.02516511956094,30.16811823609492,C
841,Andy Barr,House,B001282,Kentucky,6,Republican,5.0,79.97,2.0,26.9,8.0,26.29814210764768,7.207207207207207,55.761226691183694,1.0,71.76457921234285,0.9009009009009008,74.28526273614716,7.0,82.4013525403751,0.0,26.42050798688046,7.0,24.877091667755064,0.486,86.95877368297913,436.205330366306,466.0227906571083,68.2358808983939,B
847,Steve Scalise,House,S001176,Louisiana,1,Republican,0.0,17.96,0.0,22.64,6.0,21.904465909329257,1.8867924528301887,13.032194946522086,3.0,66.92818611510303,0.9433962264150944,73.89325714958225,6.0,70.75199055457321,0.0,26.42050798688046,19.0,76.58188276085369,0.559,90.08947519339779,270.15368520896004,303.01156491806404,17.184707920367526,C
856,Troy A. Carter,House,C001125,Louisiana,2,Democratic,2.0,41.52,19.0,70.17,11.0,33.63970503661473,4.044117647058823,27.093229876449808,9.0,50.96287062308824,3.308823529411765,48.64972429895494,2.0,16.05237260234553,2.0,53.7526008847401,17.0,68.83674261864982,-0.53,12.853714934241495,357.0156028894654,383.8858824497184,40.44687262268625,C
858,Clay Higgins,House,H001077,Louisiana,3,Republican,2.0,41.52,1.0,24.72,0.0,11.52343183605839,0.0,5.76075667999282,8.0,53.70893109952266,7.6923076923076925,9.979706762319507,7.0,82.4013525403751,0.0,26.42050798688046,22.0,85.90416025092011,0.624,92.38008133243851,283.6208759039999,321.0855488699579,21.496390831937408,C
862,Mike Johnson,House,J000299,Louisiana,4,Republican,2.61,50.01,0.0,22.64,34.0,88.53138580392599,6.653620352250488,50.510521282631174,20.0,23.13272822195749,3.9138943248532287,41.830262046212006,5.0,56.41653394054272,0.0,26.42050798688046,26.0,93.8688831410851,0.566,90.35797846523693,334.0590464640407,380.50924612205375,39.31048145647126,C
866,Julia Letlow,House,L000595,Louisiana,5,Republican,1.0,28.58,0.0,22.64,3.0,16.175070264986598,2.941176470588235,19.12695244263487,1.0,71.76457921234285,0.9803921568627452,73.54949744475847,7.0,82.4013525403751,0.0,26.42050798688046,18.0,72.84683167559905,0.425,83.8641246306312,305.4651970904883,340.5261545652513,26.768673933639725,C
868,Cleo Fields,House,F000110,Louisiana,6,Democratic,2.61,50.01,10.0,46.93,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,2.0,16.05237260234553,2.0,53.7526008847401,8.0,28.726124630611704,-0.461,16.354305932769236,371.76804941841215,385.48750894779363,40.98878797608146,C
870,Chellie Pingree,House,P000597,Maine,1,Democratic,2.0,41.52,21.0,74.66,14.0,41.6657464384262,6.930693069306932,53.145360648719176,4.0,64.39232862901818,1.98019801980198,63.48298639716221,1.0,8.426801580033171,1.0,39.43050374901458,11.0,41.66284574152677,-0.421,18.643478232252548,356.3820047195828,374.55199328094886,37.328190377835234,C
878,Jared F. Golden,House,G000592,Maine,2,Democratic,2.0,41.52,32.0,92.0,22.0,63.85253062129688,8.270676691729323,65.49537432394456,1.0,71.76457921234285,0.3759398496240601,78.86444195454763,7.0,82.4013525403751,13.0,99.99774540546812,0.0,6.718673885956637,-0.101,42.85762840990993,597.4534538954682,644.9837812675581,97.90523071129482,A
881,Andy Harris,House,H001052,Maryland,1,Republican,0.0,17.96,4.0,31.52,2.0,14.504832801059974,1.1764705882352942,9.77639167472466,2.0,69.38862973503694,1.1764705882352942,71.68993921831803,7.0,82.4013525403751,0.0,26.42050798688046,8.0,28.726124630611704,0.67,93.74031272090932,285.4378615096969,307.01590229387307,18.088964202143217,C
888,Johnny Olszewski,House,O000176,Maryland,2,Democratic,2.61,50.01,7.0,39.01,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,2.0,16.05237260234553,3.0,67.5992579029909,10.0,37.16503994366705,0.01,52.65764643003651,391.5679540404754,416.4301161316477,51.672533895212666,B
889,Sarah Elfreth,House,E000301,Maryland,3,Democratic,1.0,28.58,9.0,44.26,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,3.0,27.16957829049509,4.0,79.35613124048218,12.0,46.2726462499299,0.01,52.65764643003651,388.5980140099138,416.81080085819406,51.80481541922419,B
890,Glenn Ivey,House,I000058,Maryland,4,Democratic,2.61,50.01,5.0,33.95,14.0,41.6657464384262,8.092485549132949,63.91552786216017,2.0,69.38862973503694,1.1560693641618496,71.88630872739994,2.0,16.05237260234553,3.0,67.5992579029909,39.0,99.89092002213083,-0.486,15.02047677960469,408.7563959482509,452.6573063813798,63.974582606162734,B
891,Steny H. Hoyer,House,H000874,Maryland,5,Democratic,2.61,50.01,8.0,41.61,19.0,55.67188160600707,8.225108225108226,65.0937956332178,9.0,50.96287062308824,3.896103896103896,42.02831365426412,3.0,27.16957829049509,4.0,79.35613124048218,17.0,68.83674261864982,-0.381,21.121221199767543,434.4696688829666,468.9654106460068,69.14483743640285,B
913,April McClain Delaney,House,M001232,Maryland,6,Democratic,2.61,50.01,13.0,54.97,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,5.0,56.41653394054272,9.0,99.5736213518434,3.0,12.585644586546668,0.01,52.65764643003651,511.81626288102046,531.7333203632212,85.249528282764,A
914,Kweisi Mfume,House,M000687,Maryland,7,Democratic,1.0,28.58,6.0,36.45,15.0,44.43969539103706,5.2264808362369335,37.152809028742205,2.0,69.38862973503694,0.6968641114982579,76.12394288419074,2.0,16.05237260234553,3.0,67.5992579029909,31.0,98.33585915486573,-0.444,17.30394394495809,358.52041475895817,396.8777363488952,44.886521856480094,B
922,Jamie Raskin,House,R000606,Maryland,8,Democratic,1.0,28.58,10.0,46.93,35.0,89.8419790115273,6.272401433691756,46.884012259388996,37.0,2.8266992405109104,6.630824372759856,16.347103973681065,1.0,8.426801580033171,1.0,39.43050374901458,30.0,97.7873998798097,-0.514,13.615076867585307,269.43230125893007,297.6135561887998,16.012280118225963,C
926,Richard E. Neal,House,N000015,Massachusetts,1,Democratic,1.0,28.58,9.0,44.26,2.0,14.504832801059974,2.1505376344086025,14.413505069417399,0.0,74.04805385774985,0.0,81.8280569744659,2.0,16.05237260234553,2.0,53.7526008847401,8.0,28.726124630611704,-0.417,18.88283234945462,317.41296626397764,329.5278386060017,23.708461326534213,C
944,James P. McGovern,House,M000312,Massachusetts,2,Democratic,0.0,17.96,13.0,54.97,33.0,87.10473442523168,3.737259343148358,24.723023483142686,104.0,3.341904530884676e-09,11.778029445073612,0.7207898602647367,1.0,8.426801580033171,1.0,39.43050374901458,13.0,50.933113219618,-0.538,12.48432637349121,234.5092582404592,247.91738990020875,7.675764767088709,F
958,Lori Trahan,House,T000482,Massachusetts,3,Democratic,2.0,41.52,11.0,49.61,16.0,47.24116139220843,5.86080586080586,42.99825273378066,13.0,40.06271491384222,4.761904761904762,32.71357386970104,1.0,8.426801580033171,2.0,53.7526008847401,11.0,41.66284574152677,-0.431,18.053362811808675,330.14054433142695,346.87521241578247,28.62169226088932,C
961,Jake Auchincloss,House,A000148,Massachusetts,4,Democratic,1.0,28.58,10.0,46.93,57.0,99.76453312047562,12.050739957716702,90.33523888034757,26.0,12.542735022765994,5.496828752642706,25.552096525166455,3.0,27.16957829049509,4.0,79.35613124048218,11.0,41.66284574152677,-0.302,26.543887911719654,404.1240773355347,426.3245485356126,55.10046794099036,B
963,Katherine M. Clark,House,C001101,Massachusetts,5,Democratic,2.61,50.01,0.0,22.64,9.0,28.652703859175904,3.333333333333333,21.780315408064215,18.0,27.5403355317169,6.666666666666667,16.096408266861005,1.0,8.426801580033171,1.0,39.43050374901458,24.0,90.48921902024226,-0.484,15.124435894563987,257.0807420479388,282.2878782224167,12.975107075910858,F
969,Seth Moulton,House,M001196,Massachusetts,6,Democratic,0.0,17.96,31.0,90.95,13.0,38.93270336349156,13.541666666666666,95.12121893768357,2.0,69.38862973503694,2.083333333333333,62.37291281428558,1.0,8.426801580033171,2.0,53.7526008847401,11.0,41.66284574152677,-0.282,28.020850341820765,375.76540904567463,396.6854984629972,44.820216067304194,B
974,Ayanna Pressley,House,P000617,Massachusetts,7,Democratic,1.0,28.58,1.0,24.72,1.0,12.954785072442082,0.5076142131979695,7.2968991622822665,19.0,25.285985980011972,9.64467005076142,3.2962201705304395,1.0,8.426801580033171,1.0,39.43050374901458,34.0,99.34222567700515,-0.349,23.235564404334923,193.69571427857488,215.18819226108752,4.339581511749405,F
977,Stephen F. Lynch,House,L000562,Massachusetts,8,Democratic,2.0,41.52,12.0,52.3,8.0,26.29814210764768,10.95890410958904,85.09023388627847,3.0,66.92818611510303,4.10958904109589,39.66641211278278,4.0,41.17378192710424,7.0,97.1661732421208,15.0,60.15302407259926,-0.348,23.303481600036264,479.90942028712436,514.3692033709954,81.4822401777109,B
989,William R. Keating,House,K000375,Massachusetts,9,Democratic,5.0,79.97,16.0,62.82,7.0,24.046665099887093,10.294117647058822,81.10172139617792,4.0,64.39232862901818,5.88235294117647,22.15252638755887,2.0,16.05237260234553,4.0,79.35613124048218,6.0,21.321321511132506,-0.332,24.405019448627534,493.40477967086633,509.945598235315,80.43442798695925,B
996,Jack Bergman,House,B001301,Michigan,1,Republican,4.0,68.75,10.0,46.93,56.0,99.70712155052615,12.993039443155451,93.64682999435422,7.0,56.43742275034882,1.6241299303944314,67.22435714697332,6.0,70.75199055457321,0.0,26.42050798688046,11.0,41.66284574152677,0.432,84.24177816843948,466.6146559842612,505.70937458705345,79.39798432620002,B
1000,John R. Moolenaar,House,M001194,Michigan,2,Republican,10.0,99.53,5.0,33.95,11.0,33.63970503661473,11.34020618556701,87.10385494555078,2.0,69.38862973503694,2.061855670103093,62.6049632167071,7.0,82.4013525403751,0.0,26.42050798688046,15.0,60.15302407259926,0.448,85.08300496690187,494.72363950764685,545.5290494429706,87.84901147145969,A
1005,Hillary J. Scholten,House,S001221,Michigan,3,Democratic,2.0,41.52,30.0,89.8,39.0,94.00370562848272,8.26271186440678,65.42530732137305,3.0,66.92818611510303,0.6355932203389831,76.66170548118154,6.0,70.75199055457321,9.0,99.5736213518434,4.0,15.168351001563051,-0.252,30.30824292195884,594.2790080037928,642.9139677020077,97.81267864640654,A
1006,Bill Huizenga,House,H001058,Michigan,4,Republican,2.0,41.52,7.0,39.01,35.0,89.8419790115273,19.12568306010929,99.86024763214526,2.0,69.38862973503694,1.092896174863388,72.49016753205926,7.0,82.4013525403751,0.0,26.42050798688046,3.0,12.585644586546668,0.533,89.04432660386266,423.13998827740886,447.3045854378879,62.214238993843374,B
1013,Tim Walberg,House,W000798,Michigan,5,Republican,1.0,28.58,2.0,26.9,9.0,28.652703859175904,4.5,30.81175384482917,1.0,71.76457921234285,0.5,77.82754105828911,7.0,82.4013525403751,0.0,26.42050798688046,13.0,50.933113219618,0.499,87.56132032999842,323.92537127483916,354.6055654832923,30.95682907142208,C
1021,Debbie Dingell,House,D000624,Michigan,6,Democratic,7.0,93.86,37.0,95.92,46.0,97.97902025139805,9.787234042553193,77.65748076540049,7.0,56.43742275034882,1.4893617021276595,68.59888440047925,1.0,8.426801580033171,1.0,39.43050374901458,12.0,46.2726462499299,-0.399,19.983178861837274,521.3204773975565,578.1847843832604,92.67739018639473,A
1026,Tom Barrett,House,B001321,Michigan,7,Republican,3.0,55.46,2.0,26.9,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,0.0,6.718673885956637,0.01,52.65764643003651,374.31898778022645,386.68929344373333,41.39655496993285,B
1027,Kristen McDonald Rivet,House,M001237,Michigan,8,Democratic,1.0,28.58,25.0,82.47,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,5.0,56.41653394054272,8.0,98.83389295237525,0.0,6.718673885956637,0.01,52.65764643003651,494.97093911138364,511.3284897867339,80.76579436328186,B
1028,Lisa C. McClain,House,M001136,Michigan,9,Republican,2.0,41.52,3.0,29.17,15.0,44.43969539103706,3.2751091703056767,21.37345398686087,15.0,34.839577433949955,3.2751091703056767,49.0327544268238,6.0,70.75199055457321,0.0,26.42050798688046,16.0,64.58979055379397,0.551,89.77596521211045,310.75522492082985,344.7760149429504,28.00232906580359,C
1030,John James,House,J000307,Michigan,10,Republican,4.0,68.75,3.0,29.17,2.0,14.504832801059974,1.3157894736842104,10.362774729185858,1.0,71.76457921234285,0.6578947368421052,76.46675111884859,7.0,82.4013525403751,0.0,26.42050798688046,3.0,12.585644586546668,0.31,76.83224253652017,388.5128392107095,408.3276800677203,48.85504334369959,B
1031,Haley M. Stevens,House,S001215,Michigan,11,Democratic,1.0,28.58,14.0,57.63,16.0,47.24116139220843,6.896551724137931,52.821201041691545,3.0,66.92818611510303,1.293103448275862,70.55484862223452,1.0,8.426801580033171,2.0,53.7526008847401,9.0,32.83606432818852,-0.383,20.992927674210648,349.53803446329744,382.91862124584566,40.12047507783821,C
1034,Rashida Tlaib,House,T000481,Michigan,12,Democratic,0.0,17.96,17.0,65.34,6.0,21.904465909329257,1.2219959266802445,9.96526693581259,10.0,48.212236828817936,2.0366598778004072,62.876603559818534,1.0,8.426801580033171,1.0,39.43050374901458,21.0,83.12368300934754,-0.29,27.425311775007355,260.12393203384835,285.31338127145955,13.540674803186137,F
1037,Shri Thanedar,House,T000488,Michigan,13,Democratic,2.0,41.52,29.0,88.55,6.0,21.904465909329257,3.947368421052632,26.33386455271883,13.0,40.06271491384222,8.552631578947368,6.327920559978384,1.0,8.426801580033171,3.0,67.5992579029909,22.0,85.90416025092011,-0.34,23.85076925881307,362.6276298988297,398.1033258928637,45.309574565413065,B
1038,Brad Finstad,House,F000475,Minnesota,1,Republican,5.0,79.97,8.0,41.61,17.0,50.05634776098249,22.07792207792208,99.98896295339821,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,6.0,21.321321511132506,0.547,89.61653188786995,489.81920887488934,522.2107510853533,83.2520636683437,B
1040,Angie Craig,House,C001119,Minnesota,2,Democratic,2.61,50.01,42.0,98.12,59.0,99.84989075565878,22.348484848484848,99.99145626215387,1.0,71.76457921234285,0.3787878787878788,78.84096110214477,6.0,70.75199055457321,10.0,99.86176357927651,3.0,12.585644586546668,-0.264,29.383271419386546,643.8662386595726,694.5006164510144,99.31734892866326,A
1043,Kelly Morrison,House,M001234,Minnesota,3,Democratic,1.0,28.58,12.0,52.3,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,2.0,16.05237260234553,4.0,79.35613124048218,11.0,41.66284574152677,0.01,52.65764643003651,385.5161985212559,411.72808826849877,50.03759457187217,B
1044,Betty McCollum,House,M001143,Minnesota,4,Democratic,0.0,17.96,11.0,49.61,27.0,76.04115762197488,7.941176470588235,62.55498900439896,20.0,23.13272822195749,5.88235294117647,22.15252638755887,1.0,8.426801580033171,1.0,39.43050374901458,18.0,72.84683167559905,-0.419,18.762919483416624,264.8407379874247,286.6181393698294,13.789716863257413,F
1056,Ilhan Omar,House,O000173,Minnesota,5,Democratic,0.0,17.96,7.0,39.01,11.0,33.63970503661473,4.280155642023346,28.99050458486432,10.0,48.212236828817936,3.891050583657588,42.08460661626439,1.0,8.426801580033171,1.0,39.43050374901458,32.0,98.76356296437211,-0.296,26.982797857981605,238.79359057323634,265.59935598341434,10.1497351819676,F
1059,Tom Emmer,House,E000294,Minnesota,6,Republican,0.0,17.96,0.0,22.64,6.0,21.904465909329257,2.127659574468085,14.289915630418504,11.0,45.47009028662653,3.900709219858156,41.97702539781216,7.0,82.4013525403751,0.0,26.42050798688046,10.0,37.16503994366705,0.467,86.04231017895603,255.7033033212624,276.2071782720006,11.888429394106609,F
1064,Michelle Fischbach,House,F000470,Minnesota,7,Republican,2.0,41.52,0.0,22.64,11.0,33.63970503661473,3.630363036303631,23.92417067511398,4.0,64.39232862901818,1.32013201320132,70.28883403588586,7.0,82.4013525403751,0.0,26.42050798688046,18.0,72.84683167559905,0.539,89.29227086153455,337.1623806695588,376.7765891710714,38.06482677725982,C
1066,Pete Stauber,House,S001212,Minnesota,8,Republican,6.0,88.33,5.0,33.95,16.0,47.24116139220843,6.451612903225806,48.587457879752094,8.0,53.70893109952266,3.225806451612903,49.59303533604063,7.0,82.4013525403751,0.0,26.42050798688046,7.0,24.877091667755064,0.382,81.4160653822053,445.4832464922568,474.7003206132391,70.88263220613602,B
1069,Trent Kelly,House,K000388,Mississippi,1,Republican,1.0,28.58,3.0,29.17,10.0,31.10282499482684,9.433962264150944,75.05949966781493,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,18.0,72.84683167559905,0.638,92.81598380278442,352.71084108514174,394.7733102124425,44.16149045282806,B
1074,Bennie G. Thompson,House,T000193,Mississippi,2,Democratic,1.0,28.58,15.0,60.25,4.0,17.965866916478536,3.4482758620689653,22.596495641619395,1.0,71.76457921234285,0.8620689655172413,74.64077981771827,1.0,8.426801580033171,1.0,39.43050374901458,11.0,41.66284574152677,-0.518,13.421903608049218,298.23004366968746,312.6565634241659,19.41230565893257,C
1090,Michael Guest,House,G000591,Mississippi,3,Republican,2.0,41.52,1.0,24.72,1.0,12.954785072442082,0.5,7.271742456043809,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,14.0,55.58086160444547,0.529,88.87675625521653,331.15370693421886,364.2754489362308,33.98881029806346,C
1093,Mike Ezell,House,E000235,Mississippi,4,Republican,5.0,79.97,7.0,39.01,30.0,82.10807318700654,12.82051282051282,93.11763201350902,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,21.0,83.12368300934754,0.555,89.93361040084994,499.8713670187115,563.9001344622247,90.78512181544396,A
1094,Wesley Bell,House,B001324,Missouri,1,Democratic,2.61,50.01,4.0,31.52,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,2.0,16.05237260234553,3.0,67.5992579029909,29.0,97.09363628946844,0.01,52.65764643003651,384.13788263682125,431.54912490070353,56.896902926560266,B
1095,Ann Wagner,House,W000812,Missouri,2,Republican,2.0,41.52,1.0,24.72,12.0,36.25335371477062,5.607476635514018,40.63752981643232,1.0,71.76457921234285,0.4672897196261681,78.10372060310429,7.0,82.4013525403751,0.0,26.42050798688046,4.0,15.168351001563051,0.39,81.88815836902718,356.4380726176472,376.4386790830647,37.95264709857701,C
1101,Robert Onder,House,O000177,Missouri,3,Republican,0.0,17.96,0.0,22.64,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,6.0,70.75199055457321,0.0,26.42050798688046,13.0,50.933113219618,0.01,52.65764643003651,283.45384023375817,305.35403282005234,17.710121149369463,C
1102,Mark Alford,House,A000379,Missouri,4,Republican,3.0,55.46,6.0,36.45,26.0,73.7939418228871,6.63265306122449,50.31089629716953,4.0,64.39232862901818,1.020408163265306,73.17510010810024,7.0,82.4013525403751,0.0,26.42050798688046,21.0,83.12368300934754,0.597,91.48298390999723,413.5773671176879,466.8730868926024,68.49969563034665,B
1103,Emanuel Cleaver,House,C001061,Missouri,5,Democratic,1.0,28.58,22.0,76.77,37.0,92.1295822456385,12.251655629139073,91.13064327128745,15.0,34.839577433949955,4.966887417218543,30.63455870103028,1.0,8.426801580033171,2.0,53.7526008847401,12.0,46.2726462499299,-0.453,16.796899434581714,374.28385527143365,394.7463638419596,44.152218846163514,B
1113,Sam Graves,House,G000546,Missouri,6,Republican,2.0,41.52,1.0,24.72,10.0,31.10282499482684,6.622516556291391,50.21438575366924,2.0,69.38862973503694,1.3245033112582782,70.24570878692133,7.0,82.4013525403751,0.0,26.42050798688046,19.0,76.58188276085369,0.448,85.08300496690187,353.59726653460757,395.71896993734276,44.48706854164703,B
1125,Eric Burlison,House,B001316,Missouri,7,Republican,0.0,17.96,0.0,22.64,3.0,16.175070264986598,0.7352941176470588,8.08029138520695,18.0,27.5403355317169,4.411764705882353,36.38896341344502,7.0,82.4013525403751,0.0,26.42050798688046,21.0,83.12368300934754,0.713,94.83317286640187,238.02523908125633,269.09711792505055,10.701299964168614,F
1126,Jason Smith,House,S001195,Missouri,8,Republican,2.0,41.52,0.0,22.64,10.0,31.10282499482684,3.076923076923077,20.02216409654194,7.0,56.43742275034882,2.1538461538461537,61.60796498880564,7.0,82.4013525403751,0.0,26.42050798688046,27.0,95.16250692017434,0.578,90.80576849433122,325.648122320565,371.42297801746497,36.29991727406276,C
1132,Ryan K. Zinke,House,Z000018,Montana,1,Republican,2.0,41.52,5.0,33.95,8.0,26.29814210764768,7.766990291262135,60.96926134781652,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,5.0,18.081048527850513,0.438,84.56082124956362,373.8644871171286,396.431493084869,44.73262794248907,B
1135,Troy Downing,House,D000634,Montana,2,Republican,1.0,28.58,1.0,24.72,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,15.0,60.15302407259926,0.01,52.65764643003651,318.43242213041304,345.97104623252153,28.354123420909126,C
1136,Mike Flood,House,F000474,Nebraska,1,Republican,1.0,28.58,3.0,29.17,19.0,55.67188160600707,9.35960591133005,74.49291804655998,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,6.0,21.321321511132506,0.463,85.84392077756627,364.6570670384274,388.0838337929735,41.87088671721336,B
1138,Don Bacon,House,B001298,Nebraska,2,Republican,4.0,68.75,50.0,99.56,20.0,58.444448001122886,2.123142250530785,14.265597541090768,95.0,1.743062472137069e-07,10.084925690021231,2.4743814398608843,6.0,70.75199055457321,0.0,26.42050798688046,0.0,6.718673885956637,0.286,75.17477695464294,398.2895261688878,436.73297509166537,58.665349836060074,B
1142,Adrian Smith,House,S001172,Nebraska,3,Republican,6.0,88.33,0.0,22.64,33.0,87.10473442523168,12.313432835820896,91.3651331288402,4.0,64.39232862901818,1.4925373134328357,68.5667811041859,7.0,82.4013525403751,0.0,26.42050798688046,27.0,95.16250692017434,0.511,88.09998925447992,490.3960696593215,558.6653332656156,90.0078574837379,A
1151,Dina Titus,House,T000468,Nevada,1,Democratic,3.0,55.46,41.0,97.78,20.0,58.444448001122886,6.25,46.67141796968786,13.0,40.06271491384222,4.0625,40.18445815041572,4.0,41.17378192710424,6.0,93.86426109559211,2.0,10.326622060723977,-0.3,26.689787786219334,530.3074951517766,542.8606774836994,87.37313428560837,A
1158,Mark E. Amodei,House,A000369,Nevada,2,Republican,4.0,68.75,9.0,44.26,14.0,41.6657464384262,12.612612612612612,92.43551798400351,1.0,71.76457921234285,0.9009009009009008,74.28526273614716,6.0,70.75199055457321,0.0,26.42050798688046,7.0,24.877091667755064,0.385,81.59398746532405,445.49423379919443,474.75166015511604,70.89798077455085,B
